2217,"EDDL","large_airport","Düsseldorf Airport",51.289501,6.76678,147,"EU","DE","DE-NW","Düsseldorf","yes","EDDL","DUS",,"http://www.dus.com/dus_en/","https://en.wikipedia.org/wiki/D%C3%BCsseldorf_Airport",
2218,"EDDM","large_airport","Munich Airport",48.353802,11.7861,1487,"EU","DE","DE-BY","Munich","yes","EDDM","MUC",,"http://www.munich-airport.com/","https://en.wikipedia.org/wiki/Munich_Airport","Franz Josef Strauss Airport, Flughafen München Franz Josef Strauß"
2219,"EDDN","large_airport","Nuremberg Airport",49.498699,11.078056,1046,"EU","DE","DE-BY","Nuremberg","yes","EDDN","NUE",,"https://www.airport-nuernberg.de/english","https://en.wikipedia.org/wiki/Nuremberg_Airport","Nürnberg"
2220,"EDDP","large_airport","Leipzig/Halle Airport",51.423889,12.236389,465,"EU","DE","DE-SN","Leipzig","yes","EDDP","LEJ",,"http://www.leipzig-halle-airport.de/en/index.html","https://en.wikipedia.org/wiki/Leipzig/Halle_Airport","Schkeuditz Airport"
2222,"EDDS","large_airport","Stuttgart Airport",48.689899444599995,9.22196006775,1276,"EU","DE","DE-BW","Stuttgart","yes","EDDS","STR",,"http://www.flughafen-stuttgart.de/","https://en.wikipedia.org/wiki/Stuttgart_Airport",
2224,"EDDV","large_airport","Hannover Airport",52.461101532,9.685079574580001,183,"EU","DE","DE-NI","Hannover","yes","EDDV","HAJ",,,"https://en.wikipedia.org/wiki/Hanover/Langenhagen_International_Airport",
2225,"EDDW","large_airport","Bremen Airport",53.0475006104,8.78666973114,14,"EU","DE","DE-HB","Bremen","yes","EDDW","BRE",,,"https://en.wikipedia.org/wiki/Bremen_Airport",
2247,"EDLW","large_airport","Dortmund Airport",51.51829910279999,7.61223983765,425,"EU","DE","DE-NW","Dortmund","yes","EDLW","DTM",,,"https://en.wikipedia.org/wiki/Dortmund_Airport",
2270,"EDSB","large_airport","Karlsruhe Baden-Baden Airport",48.7793998718,8.08049964905,408,"EU","DE","DE-BW","Baden-Baden","yes","EDSB","FKB",,"http://www.baden-airpark.de/startseite.html","https://en.wikipedia.org/wiki/Baden_Airpark","Baden Airpark"
2301,"EETN","large_airport","Lennart Meri Tallinn Airport",59.41329956049999,24.832799911499997,131,"EU","EE","EE-37","Tallinn","yes","EETN","TLL",,"http://www.tallinn-airport.ee/eng","https://en.wikipedia.org/wiki/Tallinn_Airport",
2307,"EFHK","large_airport","Helsinki Vantaa Airport",60.3172,24.963301,179,"EU","FI","FI-18","Helsinki","yes","EFHK","HEL",,"http://www.finavia.fi/en/helsinki-airport","https://en.wikipedia.org/wiki/Helsinki_Airport",
2385,"EGAA","large_airport","Belfast International Airport",54.6575012207,-6.2158298492399995,268,"EU","GB","GB-NIR","Belfast","yes","EGAA","BFS",,"http://www.belfastairport.com/","https://en.wikipedia.org/wiki/Belfast_International_Airport","Aldergrove, RAF Aldergrove"
2387,"EGAC","large_airport","George Best Belfast City Airport",54.618099212646484,-5.872499942779541,15,"EU","GB","GB-NIR","Belfast","yes","EGAC","BHD",,"http://www.belfastcityairport.com/","https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport",
2389,"EGBB","large_airport","Birmingham International Airport",52.453899383499994,-1.74802994728,327,"EU","GB","GB-ENG","Birmingham","yes","EGBB","BHX",,"http://www.bhx.co.uk/","https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom)",
2398,"EGCC","large_airport","Manchester Airport",53.35369873046875,-2.2749500274658203,257,"EU","GB","GB-ENG","Manchester","yes","EGCC","MAN",,"http://www.manchesterairport.co.uk/","https://en.wikipedia.org/wiki/Manchester_Airport","Ringway Airport, RAF Ringway"
2401,"EGCN","large_airport","Robin Hood Doncaster Sheffield Airport",53.4805378105,-1.01065635681,55,"EU","GB","GB-ENG","Doncaster","yes","EGCN","DSA",,"http://www.robinhoodairport.com/","https://en.wikipedia.org/wiki/Robin_Hood_Airport_Doncaster_Sheffield","RAF Finningley"
2415,"EGFF","large_airport","Cardiff International Airport",51.39670181274414,-3.343329906463623,220,"EU","GB","GB-WLS","Cardiff","yes","EGFF","CWL",,"http://www.cwlfly.com/","https://en.wikipedia.org/wiki/Cardiff_International_Airport","Rhoose"
2417,"EGGD","large_airport","Bristol Airport",51.382702,-2.71909,622,"EU","GB","GB-ENG","Bristol","yes","EGGD","BRS",,"http://www.bristolairport.co.uk/","https://en.wikipedia.org/wiki/Bristol_International_Airport","Lulsgate Bottom"
2418,"EGGP","large_airport","Liverpool John Lennon Airport",53.33359909057617,-2.849720001220703,80,"EU","GB","GB-ENG","Liverpool","yes","EGGP","LPL",,"http://www.liverpoolairport.com/","https://en.wikipedia.org/wiki/Liverpool_John_Lennon_Airport",
2419,"EGGW","large_airport","London Luton Airport",51.874698638916016,-0.36833301186561584,526,"EU","GB","GB-ENG","London","yes","EGGW","LTN",,"http://www.london-luton.co.uk/en/","https://en.wikipedia.org/wiki/London_Luton_Airport","LON"
2421,"EGHH","large_airport","Bournemouth Airport",50.779998779296875,-1.8424999713897705,38,"EU","GB","GB-ENG","Bournemouth","yes","EGHH","BOH",,"http://www.bournemouthairport.com/","https://en.wikipedia.org/wiki/Bournemouth_Airport","RAF Hurn"
2422,"EGHI","large_airport","Southampton Airport",50.95029830932617,-1.3567999601364136,44,"EU","GB","GB-ENG","Southampton","yes","EGHI","SOU",,"http://www.southamptonairport.com/","https://en.wikipedia.org/wiki/Southampton_Airport","RAF Eastleigh, RAF Southampton"
2429,"EGKK","large_airport","London Gatwick Airport",51.148102,-0.190278,202,"EU","GB","GB-ENG","London","yes","EGKK","LGW",,"http://www.gatwickairport.com/","https://en.wikipedia.org/wiki/Gatwick_Airport","LON, Crawley, Charlwood"
2434,"EGLL","large_airport","London Heathrow Airport",51.4706,-0.461941,83,"EU","GB","GB-ENG","London","yes","EGLL","LHR",,"http://www.heathrowairport.com/","https://en.wikipedia.org/wiki/Heathrow_Airport","LON, Londres"
2444,"EGNM","large_airport","Leeds Bradford Airport",53.86589813232422,-1.6605700254440308,681,"EU","GB","GB-ENG","Leeds","yes","EGNM","LBA",,"http://www.lbia.co.uk/","https://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport",
2448,"EGNT","large_airport","Newcastle Airport",55.037498474121094,-1.6916699409484863,266,"EU","GB","GB-ENG","Newcastle","yes","EGNT","NCL",,"http://www.newcastleairport.com/","https://en.wikipedia.org/wiki/Newcastle_Airport",
2450,"EGNX","large_airport","East Midlands Airport",52.8311004639,-1.32806003094,306,"EU","GB","GB-ENG","Nottingham","yes","EGNX","EMA",,"http://www.eastmidlandsairport.com/","https://en.wikipedia.org/wiki/East_Midlands_Airport","RAF Castle Donington"
2459,"EGPD","large_airport","Aberdeen Dyce Airport",57.201900482177734,-2.197779893875122,215,"EU","GB","GB-SCT","Aberdeen","yes","EGPD","ABZ",,"http://www.aberdeenairport.com/","https://en.wikipedia.org/wiki/Aberdeen_Airport",
2461,"EGPF","large_airport","Glasgow International Airport",55.871899,-4.43306,26,"EU","GB","GB-SCT","Glasgow","yes","EGPF","GLA",,"http://www.glasgowairport.com/","https://en.wikipedia.org/wiki/Glasgow_International_Airport","Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr"
2462,"EGPH","large_airport","Edinburgh Airport",55.95000076293945,-3.372499942779541,135,"EU","GB","GB-SCT","Edinburgh","yes","EGPH","EDI",,"http://www.edinburghairport.com/","https://en.wikipedia.org/wiki/Edinburgh_Airport",
2475,"EGSH","large_airport","Norwich International Airport",52.6758003235,1.28278005123,117,"EU","GB","GB-ENG","Norwich","yes","EGSH","NWI",,"http://www.norwichairport.co.uk/","https://en.wikipedia.org/wiki/Norwich_International_Airport","RAF Horsham St Faith"
2476,"EGSS","large_airport","London Stansted Airport",51.8849983215,0.234999999404,348,"EU","GB","GB-ENG","London","yes","EGSS","STN",,"http://www.stanstedairport.com/","https://en.wikipedia.org/wiki/London_Stansted_Airport","LON"
2481,"EGTE","large_airport","Exeter International Airport",50.73440170288086,-3.4138898849487305,102,"EU","GB","GB-ENG","Exeter","yes","EGTE","EXT",,"http://www.exeter-airport.co.uk/","https://en.wikipedia.org/wiki/Exeter_International_Airport",
2487,"EGUL","large_airport","RAF Lakenheath",52.409301757799994,0.56099998951,32,"EU","GB","GB-ENG","Lakenheath","no","EGUL","LKZ",,"http://www.lakenheath.af.mil/","https://en.wikipedia.org/wiki/RAF_Lakenheath",
2488,"EGUN","large_airport","RAF Mildenhall",52.361900329589844,0.48640599846839905,33,"EU","GB","GB-ENG","Mildenhall","no","EGUN","MHZ",,"http://www.mildenhall.af.mil/","https://en.wikipedia.org/wiki/RAF_Mildenhall",
2492,"EGVA","large_airport","RAF Fairford",51.6822013855,-1.7900300025900002,286,"EU","GB","GB-ENG","Fairford","no","EGVA","FFD",,,"https://en.wikipedia.org/wiki/RAF_Fairford",
2493,"EGVN","large_airport","RAF Brize Norton",51.75,-1.58362,288,"EU","GB","GB-ENG","Brize Norton","yes","EGVN","BZZ",,"http://www.raf.mod.uk/rafbrizenorton/passengers/","https://en.wikipedia.org/wiki/RAF_Brize_Norton","Royal Air Force"
2513,"EHAM","large_airport","Amsterdam Airport Schiphol",52.308601,4.76389,-11,"EU","NL","NL-NH","Amsterdam","yes","EHAM","AMS",,"http://www.schiphol.nl/","https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol",
2518,"EHEH","large_airport","Eindhoven Airport",51.4500999451,5.37452983856,74,"EU","NL","NL-NB","Eindhoven","yes","EHEH","EIN",,"http://www.eindhovenairport.nl/","https://en.wikipedia.org/wiki/Eindhoven_Airport","Welschap Airport"
2530,"EICK","large_airport","Cork Airport",51.84130096435547,-8.491109848022461,502,"EU","IE","IE-C","Cork","yes","EICK","ORK",,"http://www.corkairport.com/","https://en.wikipedia.org/wiki/Cork_Airport","Aerfort Chorcaí"
2533,"EIDW","large_airport","Dublin Airport",53.421299,-6.27007,242,"EU","IE","IE-D","Dublin","yes","EIDW","DUB",,"http://www.dublinairport.com/","https://en.wikipedia.org/wiki/Dublin_Airport","Aerfort Bhaile Átha Cliath"
2537,"EINN","large_airport","Shannon Airport",52.702,-8.92482,46,"EU","IE","IE-CE","Shannon","yes","EINN","SNN",,"http://www.shannonairport.com/","https://en.wikipedia.org/wiki/Shannon_Airport",
2541,"EKBI","large_airport","Billund Airport",55.7402992249,9.15178012848,247,"EU","DK","DK-83","Billund","yes","EKBI","BLL",,"http://www.billund-airport.dk/?sc_lang=en","https://en.wikipedia.org/wiki/Billund_Airport",
2542,"EKCH","large_airport","Copenhagen Kastrup Airport",55.617900848389,12.656000137329,17,"EU","DK","DK-84","Copenhagen","yes","EKCH","CPH",,"http://www.cph.dk/en/","https://en.wikipedia.org/wiki/Copenhagen_Airport","København, Malmö"
2562,"EKYT","large_airport","Aalborg Airport",57.0927589138,9.84924316406,10,"EU","DK","DK-81","Aalborg","yes","EKYT","AAL",,"http://www.aal.dk","https://en.wikipedia.org/wiki/Aalborg_Airport",
2563,"ELLX","large_airport","Luxembourg-Findel International Airport",49.6233333,6.2044444,1234,"EU","LU","LU-L","Luxembourg","yes","ELLX","LUX",,"http://www.lux-airport.lu/en/","https://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport",
2569,"ENBO","large_airport","Bodø Airport",67.26920318603516,14.365300178527832,42,"EU","NO","NO-18","Bodø","yes","ENBO","BOO",,"http://www.avinor.no/en/airport/bodo/frontpage","https://en.wikipedia.org/wiki/Bod%C3%B8_Airport","Bodø Air Force Base, Bodø Main Air Station"
2570,"ENBR","large_airport","Bergen Airport Flesland",60.29339981,5.218140125,170,"EU","NO","NO-12","Bergen","yes","ENBR","BGO",,"http://www.avinor.no/en/airport/bergen","https://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland",
2578,"ENGM","large_airport","Oslo Gardermoen Airport",60.193901062012,11.100399971008,681,"EU","NO","NO-02","Oslo","yes","ENGM","OSL",,"https://avinor.no/en/airport/oslo-airport","https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen",
2599,"ENTC","large_airport","Tromsø Airport",69.68329620361328,18.918899536132812,31,"EU","NO","NO-19","Tromsø","yes","ENTC","TOS",,"http://www.avinor.no/en/airport/tromso","https://en.wikipedia.org/wiki/Troms%C3%B8_Airport","Langnes, Tromsøya, Tromso"
2601,"ENVA","large_airport","Trondheim Airport Værnes",63.4578018,10.9239998,56,"EU","NO","NO-17","Trondheim","yes","ENVA","TRD",,"https://avinor.no/en/airport/trondheim-airport/","https://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes",
2602,"ENZV","large_airport","Stavanger Airport Sola",58.876701354,5.6377801895,29,"EU","NO","NO-11","Stavanger","yes","ENZV","SVG",,"http://www.avinor.no/en/airport/stavanger/","https://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
2608,"EPGD","large_airport","Gdańsk Lech Wałęsa Airport",54.377601623535156,18.46619987487793,489,"EU","PL","PL-PM","Gdańsk","yes","EPGD","GDN",,"http://www.airport.gdansk.pl/","https://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport","Gdańsk-Rębiechowo"
2609,"EPKK","large_airport","Kraków John Paul II International Airport",50.077702,19.7848,791,"EU","PL","PL-MA","Kraków","yes","EPKK","KRK",,"http://www.krakowairport.pl/en/","https://en.wikipedia.org/wiki/Kraków_John_Paul_II_International_Airport","Krakov"
2613,"EPKT","large_airport","Katowice International Airport",50.4743,19.08,995,"EU","PL","PL-SL","Katowice","yes","EPKT","KTW",,"http://katowice.airport.com","https://en.wikipedia.org/wiki/Katowice_International_Airport","Pyrzowice, Dąbrowa Górnicza, Katowice, Silesia, GOP, Silesia Metropolis, Gliwice, Piekary Śląskie, Bytom, Zabrze, Sosnowiec"
2622,"EPMO","large_airport","Modlin Airport",52.451099,20.6518,341,"EU","PL","PL-MZ","Warsaw","yes","EPMO","WMI",,"http://modlinairport.pl/","https://en.wikipedia.org/wiki/Warsaw_Modlin_Airport","Nowy Dwor Mazowiecki"
2625,"EPPO","large_airport","Poznań-Ławica Airport",52.421001434299995,16.8262996674,308,"EU","PL","PL-WP","Poznań","yes","EPPO","POZ",,"http://www.airport-poznan.com.pl/en/","https://en.wikipedia.org/wiki/Pozna%C5%84-%C5%81awica_Airport",
2637,"EPWA","large_airport","Warsaw Chopin Airport",52.1656990051,20.967100143399996,362,"EU","PL","PL-MZ","Warsaw","yes","EPWA","WAW",,"http://www.lotnisko-chopina.pl/?lang=en","https://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport","Okęcie"
2638,"EPWR","large_airport","Copernicus Wrocław Airport",51.1026992798,16.885799408,404,"EU","PL","PL-DS","Wrocław","yes","EPWR","WRO",,"http://www.airport.wroclaw.pl/en/index.php","https://en.wikipedia.org/wiki/Copernicus_Airport_Wroc%C5%82aw","Strachowice, Breslau"
2648,"ESGG","large_airport","Gothenburg-Landvetter Airport",57.662799835205,12.279800415039,506,"EU","SE","SE-Q","Gothenburg","yes","ESGG","GOT",,"https://www.swedavia.com/landvetter/","https://en.wikipedia.org/wiki/Gothenburg-Landvetter_Airport","Göteborg-Landvetter"
2669,"ESMS","large_airport","Malmö Sturup Airport",55.536305364,13.376197814900001,236,"EU","SE","SE-M","Malmö","yes","ESMS","MMX",,"http://www.swedavia.com/malmo/","https://en.wikipedia.org/wiki/Malm%C3%B6_Airport",
2697,"ESPA","large_airport","Luleå Airport",65.543800354004,22.121999740601,65,"EU","SE","SE-BD","Luleå","yes","ESPA","LLA",,"https://www.swedavia.com/lulea/","https://en.wikipedia.org/wiki/Lule%C3%A5_Airport","Kallax Air Base"
2701,"ESSA","large_airport","Stockholm-Arlanda Airport",59.651901245117,17.918600082397,137,"EU","SE","SE-AB","Stockholm","yes","ESSA","ARN",,"http://www.swedavia.se/arlanda/","https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport",
2718,"ETAR","large_airport","Ramstein Air Base",49.4369010925293,7.600279808044434,776,"EU","DE","DE-RP","Ramstein","no","ETAR","RMS",,"http://www.ramstein.af.mil/","https://en.wikipedia.org/wiki/Ramstein_Air_Base","Landstuhl Air Base"
2758,"EVRA","large_airport","Riga International Airport",56.92359924316406,23.971099853515625,36,"EU","LV","LV-RIX","Riga","yes","EVRA","RIX",,"http://www.riga-airport.com/","https://en.wikipedia.org/wiki/Riga_International_Airport",
2766,"EYVI","large_airport","Vilnius International Airport",54.634102,25.285801,648,"EU","LT","LT-VL","Vilnius","yes","EYVI","VNO",,"http://www.vilnius-airport.lt/en/","https://en.wikipedia.org/wiki/Vilnius_International_Airport",
2775,"FACT","large_airport","Cape Town International Airport",-33.9648017883,18.6016998291,151,"AF","ZA","ZA-WC","Cape Town","yes","FACT","CPT",,"http://www.airports.co.za/home.asp?pid=229","https://en.wikipedia.org/wiki/Cape_Town_International_Airport","Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport"
2783,"FAGG","large_airport","George Airport",-34.0056,22.378902,648,"AF","ZA","ZA-WC","George","yes","FAGG","GRJ",,,"https://en.wikipedia.org/wiki/George_Airport","PW Botha Airport"
300795,"FALE","large_airport","King Shaka International Airport",-29.6144444444,31.1197222222,295,"AF","ZA","ZA-NL","Durban","yes","FALE","DUR",,,"https://en.wikipedia.org/wiki/King_Shaka_International_Airport","La Mercy Airport"
31055,"FAOR","large_airport","OR Tambo International Airport",-26.1392,28.246,5558,"AF","ZA","ZA-GT","Johannesburg","yes","FAOR","JNB",,,,"Johannesburg International Airport"
2864,"FBSK","large_airport","Sir Seretse Khama International Airport",-24.555201,25.9182,3299,"AF","BW","BW-SE","Gaborone","yes","FBSK","GBE",,,"https://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport",
308033,"FDSK","large_airport","King Mswati III International Airport",-26.358611,31.716944,1092,"AF","SZ","SZ-LU",,"yes","FDSK","SHO",,"http://www.eswacaa.co.sz/airports/kingmswatiIII/","https://en.wikipedia.org/wiki/King_Mswati_III_International_Airport","Sikhuphe International Airport"
2878,"FIMP","large_airport","Sir Seewoosagur Ramgoolam International Airport",-20.430201,57.683601,186,"AF","MU","MU-GP","Port Louis","yes","FIMP","MRU",,"http://aml.mru.aero/","https://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport","Plaisance International Airport"
2894,"FLLS","large_airport","Kenneth Kaunda International Airport",-15.3308,28.4526,3779,"AF","ZM","ZM-09","Lusaka","yes","FLKK","LUN",,"http://www.nacl.co.zm/?page_id=336","https://en.wikipedia.org/wiki/Kenneth_Kaunda_International_Airport",
2908,"FMMI","large_airport","Ivato Airport",-18.7969,47.478802,4198,"AF","MG","MG-T","Antananarivo","yes","FMMI","TNR",,,"https://en.wikipedia.org/wiki/Ivato_Airport",
2942,"FNLU","large_airport","Quatro de Fevereiro Airport",-8.85837,13.2312,243,"AF","AO","AO-LUA","Luanda","yes","FNLU","LAD",,,"https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport","4 de Fevereiro"
2975,"FQMA","large_airport","Maputo Airport",-25.920799,32.572601,145,"AF","MZ","MZ-MPM","Maputo","yes","FQMA","MPM",,,"https://en.wikipedia.org/wiki/Maputo_International_Airport",
2993,"FSIA","large_airport","Seychelles International Airport",-4.67434,55.521801,10,"AF","SC","SC-20","Mahe Island","yes","FSIA","SEZ",,,"https://en.wikipedia.org/wiki/Seychelles_International_Airport",
